Date,Campaign_ID,Channel,Impressions,Clicks,Conversions,Cost,Revenue,Month,Week
2024-05-14,CAMP_022,Facebook Ads,6230,105,1,165.03,549.58,May,20
2024-05-15,CAMP_022,Facebook Ads,5180,87,1,137.23,457.01,May,20
2024-05-16,CAMP_022,Facebook Ads,5995,101,1,158.83,528.91,May,20
2024-05-17,CAMP_022,Facebook Ads,4892,82,1,129.61,431.61,May,20
2024-05-18,CAMP_022,Facebook Ads,5470,92,1,144.92,482.6,May,20
2024-05-19,CAMP_022,Facebook Ads,5116,86,1,135.54,451.36,May,20
2024-05-20,CAMP_022,Facebook Ads,5736,97,1,151.96,506.06,May,21
2024-05-21,CAMP_022,Facebook Ads,3772,63,1,99.93,332.79,May,21
2024-05-22,CAMP_022,Facebook Ads,3708,62,1,98.23,327.11,May,21
2024-05-23,CAMP_022,Facebook Ads,4272,72,1,113.18,376.9,May,21
2024-05-24,CAMP_022,Facebook Ads,4008,67,1,106.17,353.56,May,21
2024-05-25,CAMP_022,Facebook Ads,6160,104,1,163.19,543.44,May,21
2024-05-26,CAMP_022,Facebook Ads,4188,70,1,110.95,369.47,May,21
2024-05-27,CAMP_022,Facebook Ads,6475,109,1,171.52,571.18,May,22
2024-05-28,CAMP_022,Facebook Ads,4544,76,1,120.37,400.84,May,22
2024-05-29,CAMP_022,Facebook Ads,4076,68,1,107.98,359.58,May,22
2024-05-30,CAMP_022,Facebook Ads,5912,100,1,156.62,521.55,May,22
2024-05-31,CAMP_022,Facebook Ads,5516,93,1,146.13,486.63,May,22
2024-06-01,CAMP_022,Facebook Ads,5031,85,1,133.28,443.84,June,22
2024-06-02,CAMP_022,Facebook Ads,5204,88,1,137.86,459.08,June,22
2024-06-03,CAMP_022,Facebook Ads,5699,96,1,150.97,502.76,June,23
2024-06-04,CAMP_022,Facebook Ads,4216,71,1,111.69,371.93,June,23
2024-06-05,CAMP_022,Facebook Ads,6536,110,1,173.16,576.64,June,23
2024-06-06,CAMP_022,Facebook Ads,6471,109,1,171.43,570.9,June,23
2024-06-07,CAMP_022,Facebook Ads,5491,92,1,145.46,484.4,June,23
2024-06-08,CAMP_022,Facebook Ads,4128,69,1,109.37,364.22,June,23
2024-06-09,CAMP_022,Facebook Ads,5581,94,1,147.85,492.37,June,23
2024-06-10,CAMP_022,Facebook Ads,3744,63,1,99.18,330.27,June,24
2024-06-11,CAMP_022,Facebook Ads,3618,61,0,95.85,319.2,June,24
2024-06-12,CAMP_022,Facebook Ads,4304,72,1,114.03,379.72,June,24
2024-06-13,CAMP_022,Facebook Ads,4923,83,1,130.43,434.36,June,24
2024-06-14,CAMP_022,Facebook Ads,6149,104,1,162.91,542.5,June,24
2024-06-15,CAMP_022,Facebook Ads,5723,96,1,151.61,504.88,June,24
2024-06-16,CAMP_022,Facebook Ads,5770,97,1,152.85,509.03,June,24
2024-06-17,CAMP_022,Facebook Ads,4811,81,1,127.46,424.46,June,25
2024-06-18,CAMP_022,Facebook Ads,4571,77,1,121.09,403.25,June,25
2024-06-19,CAMP_022,Facebook Ads,4647,78,1,123.1,409.94,June,25
2024-06-20,CAMP_022,Facebook Ads,6510,110,1,172.46,574.33,June,25
2024-06-21,CAMP_022,Facebook Ads,3647,61,0,96.61,321.72,June,25
2024-06-22,CAMP_022,Facebook Ads,6146,103,1,162.81,542.17,June,25
2024-06-23,CAMP_022,Facebook Ads,5274,89,1,139.72,465.3,June,25
2024-06-24,CAMP_022,Facebook Ads,4851,82,1,128.51,427.96,June,26
2024-06-25,CAMP_022,Facebook Ads,5717,96,1,151.46,504.37,June,26
2024-06-26,CAMP_022,Facebook Ads,4996,84,1,132.36,440.77,June,26
2024-06-27,CAMP_022,Facebook Ads,6165,104,1,163.32,543.87,June,26
2024-06-28,CAMP_022,Facebook Ads,6247,105,1,165.5,551.15,June,26
2024-06-29,CAMP_022,Facebook Ads,4800,81,1,127.16,423.45,June,26
2024-06-30,CAMP_022,Facebook Ads,4362,73,1,115.56,384.83,June,26
2024-07-01,CAMP_022,Facebook Ads,5316,89,1,140.82,468.94,July,27
2024-07-02,CAMP_022,Facebook Ads,6283,106,1,166.44,554.25,July,27
2024-07-03,CAMP_022,Facebook Ads,4162,70,1,110.26,367.19,July,27
2024-07-04,CAMP_022,Facebook Ads,5408,91,1,143.27,477.1,July,27
2024-07-05,CAMP_022,Facebook Ads,5434,91,1,143.96,479.39,July,27
2024-07-06,CAMP_022,Facebook Ads,5741,97,1,152.09,506.47,July,27
2024-07-07,CAMP_022,Facebook Ads,3923,66,1,103.93,346.1,July,27
2024-07-08,CAMP_022,Facebook Ads,5689,96,1,150.7,501.86,July,28
2024-07-09,CAMP_022,Facebook Ads,6273,106,1,166.17,553.37,July,28
2024-07-10,CAMP_022,Facebook Ads,4068,68,1,107.78,358.93,July,28
2024-07-11,CAMP_022,Facebook Ads,4243,71,1,112.41,374.35,July,28
2024-07-12,CAMP_022,Facebook Ads,6461,109,1,171.16,569.99,July,28
2024-07-13,CAMP_022,Facebook Ads,4072,68,1,107.89,359.27,July,28
2024-07-14,CAMP_022,Facebook Ads,6107,103,1,161.8,538.8,July,28
2024-07-15,CAMP_022,Facebook Ads,5013,84,1,132.81,442.26,July,29
2024-07-16,CAMP_022,Facebook Ads,4273,72,1,113.19,376.94,July,29
2024-07-17,CAMP_022,Facebook Ads,6157,104,1,163.11,543.16,July,29
2024-07-18,CAMP_022,Facebook Ads,4871,82,1,129.05,429.74,July,29
2024-07-19,CAMP_022,Facebook Ads,5081,85,1,134.61,448.27,July,29
2024-07-20,CAMP_022,Facebook Ads,4611,77,1,122.16,406.79,July,29
2024-07-21,CAMP_022,Facebook Ads,5317,89,1,140.87,469.1,July,29
2024-07-22,CAMP_022,Facebook Ads,4020,67,1,106.49,354.62,July,30
2024-07-23,CAMP_022,Facebook Ads,4707,79,1,124.71,415.28,July,30
2024-07-24,CAMP_022,Facebook Ads,6455,109,1,171.0,569.46,July,30
2024-07-25,CAMP_022,Facebook Ads,4305,72,1,114.06,379.84,July,30
2024-07-26,CAMP_022,Facebook Ads,5510,93,1,145.97,486.11,July,30
2024-07-27,CAMP_022,Facebook Ads,4508,76,1,119.43,397.72,July,30
2024-07-28,CAMP_022,Facebook Ads,5863,99,1,155.32,517.23,July,30
2024-07-29,CAMP_022,Facebook Ads,3921,66,1,103.87,345.92,July,31
2024-07-30,CAMP_022,Facebook Ads,6456,109,1,171.04,569.57,July,31
2024-06-01,CAMP_023,SEO Organic,4039,199,6,0.02,0.14,June,22
2024-06-02,CAMP_023,SEO Organic,3496,172,5,0.02,0.12,June,22
2024-06-03,CAMP_023,SEO Organic,3091,152,4,0.02,0.11,June,23
2024-06-04,CAMP_023,SEO Organic,3331,164,5,0.02,0.12,June,23
2024-06-05,CAMP_023,SEO Organic,4203,207,6,0.02,0.15,June,23
2024-06-06,CAMP_023,SEO Organic,3748,185,6,0.02,0.13,June,23
2024-06-07,CAMP_023,SEO Organic,4974,245,8,0.02,0.18,June,23
2024-06-08,CAMP_023,SEO Organic,3982,196,6,0.02,0.14,June,23
2024-06-09,CAMP_023,SEO Organic,3527,174,5,0.02,0.12,June,23
2024-06-10,CAMP_023,SEO Organic,4446,219,7,0.02,0.16,June,24
2024-06-11,CAMP_023,SEO Organic,4669,230,7,0.02,0.17,June,24
2024-06-12,CAMP_023,SEO Organic,3324,164,5,0.02,0.12,June,24
2024-06-13,CAMP_023,SEO Organic,3325,164,5,0.02,0.12,June,24
2024-06-14,CAMP_023,SEO Organic,2999,148,4,0.01,0.11,June,24
2024-06-15,CAMP_023,SEO Organic,4743,234,7,0.02,0.17,June,24
2024-06-16,CAMP_023,SEO Organic,4562,225,7,0.02,0.16,June,24
2024-06-17,CAMP_023,SEO Organic,4091,202,6,0.02,0.14,June,25
2024-06-18,CAMP_023,SEO Organic,5012,247,8,0.02,0.18,June,25
2024-06-19,CAMP_023,SEO Organic,4916,242,7,0.02,0.17,June,25
2024-06-20,CAMP_023,SEO Organic,4367,215,7,0.02,0.15,June,25
2024-06-21,CAMP_023,SEO Organic,5072,250,8,0.03,0.18,June,25
2024-06-22,CAMP_023,SEO Organic,3421,169,5,0.02,0.12,June,25
2024-06-23,CAMP_023,SEO Organic,3186,157,5,0.02,0.11,June,25
2024-06-24,CAMP_023,SEO Organic,3580,176,5,0.02,0.13,June,26
2024-06-25,CAMP_023,SEO Organic,3050,150,4,0.02,0.11,June,26
2024-06-26,CAMP_023,SEO Organic,4232,209,6,0.02,0.15,June,26
2024-06-27,CAMP_023,SEO Organic,5242,258,8,0.03,0.19,June,26
2024-06-28,CAMP_023,SEO Organic,3006,148,4,0.01,0.11,June,26
2024-06-29,CAMP_023,SEO Organic,3212,158,5,0.02,0.11,June,26
2024-06-30,CAMP_023,SEO Organic,4035,199,6,0.02,0.14,June,26
2024-07-01,CAMP_023,SEO Organic,5235,258,8,0.03,0.19,July,27
2024-07-02,CAMP_023,SEO Organic,3696,182,5,0.02,0.13,July,27
2024-07-03,CAMP_023,SEO Organic,4172,206,6,0.02,0.15,July,27
2024-07-04,CAMP_023,SEO Organic,3011,148,4,0.01,0.11,July,27
2024-07-05,CAMP_023,SEO Organic,3277,161,5,0.02,0.12,July,27
2024-07-06,CAMP_023,SEO Organic,5367,265,8,0.03,0.19,July,27
2024-07-07,CAMP_023,SEO Organic,5313,262,8,0.03,0.19,July,27
2024-07-08,CAMP_023,SEO Organic,2920,144,4,0.01,0.1,July,28
2024-07-09,CAMP_023,SEO Organic,5280,260,8,0.03,0.19,July,28
2024-07-10,CAMP_023,SEO Organic,4501,222,7,0.02,0.16,July,28
2024-07-11,CAMP_023,SEO Organic,5071,250,8,0.03,0.18,July,28
2024-07-12,CAMP_023,SEO Organic,4041,199,6,0.02,0.14,July,28
2024-07-13,CAMP_023,SEO Organic,4193,207,6,0.02,0.15,July,28
2024-07-14,CAMP_023,SEO Organic,4126,203,6,0.02,0.15,July,28
2024-07-15,CAMP_023,SEO Organic,4570,225,7,0.02,0.16,July,29
2024-07-16,CAMP_023,SEO Organic,3256,160,5,0.02,0.12,July,29
2024-07-17,CAMP_023,SEO Organic,2982,147,4,0.01,0.11,July,29
2024-07-18,CAMP_023,SEO Organic,3675,181,5,0.02,0.13,July,29
2024-07-19,CAMP_023,SEO Organic,4664,230,7,0.02,0.16,July,29
2024-07-20,CAMP_023,SEO Organic,3411,168,5,0.02,0.12,July,29
2024-07-21,CAMP_023,SEO Organic,4586,226,7,0.02,0.16,July,29
2024-07-22,CAMP_023,SEO Organic,5325,263,8,0.03,0.19,July,30
2024-07-23,CAMP_023,SEO Organic,3142,155,5,0.02,0.11,July,30
2024-07-24,CAMP_023,SEO Organic,4584,226,7,0.02,0.16,July,30
2024-07-25,CAMP_023,SEO Organic,4014,198,6,0.02,0.14,July,30
2024-07-26,CAMP_023,SEO Organic,5071,250,8,0.03,0.18,July,30
2024-07-27,CAMP_023,SEO Organic,3349,165,5,0.02,0.12,July,30
2024-07-28,CAMP_023,SEO Organic,4634,228,7,0.02,0.16,July,30
2024-07-29,CAMP_023,SEO Organic,4997,246,8,0.02,0.18,July,31
2024-07-30,CAMP_023,SEO Organic,5262,259,8,0.03,0.19,July,31
2024-07-31,CAMP_023,SEO Organic,4611,227,7,0.02,0.16,July,31
2024-08-01,CAMP_023,SEO Organic,4147,204,6,0.02,0.15,August,31
2024-08-02,CAMP_023,SEO Organic,4448,219,7,0.02,0.16,August,31
2024-08-03,CAMP_023,SEO Organic,5073,250,8,0.03,0.18,August,31
2024-08-04,CAMP_023,SEO Organic,4330,213,6,0.02,0.15,August,31
2024-08-05,CAMP_023,SEO Organic,2983,147,4,0.01,0.11,August,32
2024-08-06,CAMP_023,SEO Organic,5228,258,8,0.03,0.18,August,32
2024-08-07,CAMP_023,SEO Organic,4626,228,7,0.02,0.16,August,32
2024-08-08,CAMP_023,SEO Organic,4594,226,7,0.02,0.16,August,32
2024-08-09,CAMP_023,SEO Organic,3445,170,5,0.02,0.12,August,32
2024-08-10,CAMP_023,SEO Organic,4550,224,7,0.02,0.16,August,32
2024-08-11,CAMP_023,SEO Organic,3889,192,6,0.02,0.14,August,32
2024-08-12,CAMP_023,SEO Organic,4531,223,7,0.02,0.16,August,33
2024-08-13,CAMP_023,SEO Organic,3173,156,5,0.02,0.11,August,33
2024-08-14,CAMP_023,SEO Organic,4547,224,7,0.02,0.16,August,33
2024-08-15,CAMP_023,SEO Organic,5399,266,8,0.03,0.19,August,33
2024-08-16,CAMP_023,SEO Organic,3028,149,4,0.01,0.11,August,33
2024-08-17,CAMP_023,SEO Organic,5343,263,8,0.03,0.19,August,33
2024-10-03,CAMP_024,Facebook Ads,5400,97,1,101.29,210.22,October,40
2024-10-04,CAMP_024,Facebook Ads,6992,125,2,131.14,272.19,October,40
2024-10-05,CAMP_024,Facebook Ads,6689,120,2,125.45,260.38,October,40
2024-10-06,CAMP_024,Facebook Ads,5950,106,1,111.59,231.61,October,40
2024-10-07,CAMP_024,Facebook Ads,6538,117,2,122.63,254.52,October,41
2024-10-08,CAMP_024,Facebook Ads,7019,126,2,131.64,273.23,October,41
2024-10-09,CAMP_024,Facebook Ads,5391,96,1,101.11,209.85,October,41
2024-10-10,CAMP_024,Facebook Ads,5126,92,1,96.14,199.55,October,41
2024-10-11,CAMP_024,Facebook Ads,6295,113,1,118.07,245.05,October,41
2024-10-12,CAMP_024,Facebook Ads,6776,121,2,127.09,263.79,October,41
2024-10-13,CAMP_024,Facebook Ads,6620,119,2,124.16,257.7,October,41
2024-10-14,CAMP_024,Facebook Ads,6742,121,2,126.45,262.45,October,42
2024-10-15,CAMP_024,Facebook Ads,5498,98,1,103.13,214.05,October,42
2024-10-16,CAMP_024,Facebook Ads,6810,122,2,127.74,265.12,October,42
2024-10-17,CAMP_024,Facebook Ads,4416,79,1,82.83,171.92,October,42
2024-10-18,CAMP_024,Facebook Ads,5872,105,1,110.14,228.6,October,42
2024-10-19,CAMP_024,Facebook Ads,4023,72,1,75.47,156.63,October,42
2024-10-20,CAMP_024,Facebook Ads,5118,92,1,95.99,199.22,October,42
2024-10-21,CAMP_024,Facebook Ads,5261,94,1,98.68,204.82,October,43
2024-10-22,CAMP_024,Facebook Ads,5363,96,1,100.59,208.79,October,43
2024-10-23,CAMP_024,Facebook Ads,6390,114,1,119.86,248.77,October,43
2024-10-24,CAMP_024,Facebook Ads,5337,95,1,100.1,207.77,October,43
2024-10-25,CAMP_024,Facebook Ads,5543,99,1,103.98,215.8,October,43
2024-10-26,CAMP_024,Facebook Ads,4819,86,1,90.38,187.6,October,43
2024-10-27,CAMP_024,Facebook Ads,5285,95,1,99.12,205.73,October,43
2024-10-28,CAMP_024,Facebook Ads,4784,86,1,89.72,186.22,October,44
2024-10-29,CAMP_024,Facebook Ads,4255,76,1,79.81,165.64,October,44
2024-10-30,CAMP_024,Facebook Ads,6075,109,1,113.94,236.48,October,44
2024-10-31,CAMP_024,Facebook Ads,6297,113,1,118.11,245.13,October,44
2024-11-01,CAMP_024,Facebook Ads,6130,110,1,114.97,238.62,November,44
2024-11-02,CAMP_024,Facebook Ads,5594,100,1,104.93,217.78,November,44
2024-11-03,CAMP_024,Facebook Ads,5307,95,1,99.54,206.6,November,44
2024-11-04,CAMP_024,Facebook Ads,6966,125,2,130.66,271.2,November,45
2024-11-05,CAMP_024,Facebook Ads,5785,104,1,108.51,225.21,November,45
2024-11-06,CAMP_024,Facebook Ads,5648,101,1,105.94,219.88,November,45
2024-11-07,CAMP_024,Facebook Ads,4092,73,1,76.74,159.29,November,45
2024-11-08,CAMP_024,Facebook Ads,5175,93,1,97.06,201.45,November,45
2024-11-09,CAMP_024,Facebook Ads,5308,95,1,99.57,206.65,November,45
2024-11-10,CAMP_024,Facebook Ads,5372,96,1,100.77,209.14,November,45
2024-11-11,CAMP_024,Facebook Ads,5995,107,1,112.44,233.37,November,46
2024-11-12,CAMP_024,Facebook Ads,5835,104,1,109.44,227.15,November,46
2024-11-13,CAMP_024,Facebook Ads,6090,109,1,114.22,237.07,November,46
2024-11-14,CAMP_024,Facebook Ads,6629,119,2,124.33,258.05,November,46
2024-11-15,CAMP_024,Facebook Ads,6794,122,2,127.42,264.47,November,46
2024-11-16,CAMP_024,Facebook Ads,6468,116,2,121.32,251.8,November,46
2024-11-17,CAMP_024,Facebook Ads,7283,130,2,136.6,283.52,November,46
2024-11-18,CAMP_024,Facebook Ads,4066,73,1,76.27,158.3,November,47
2024-11-19,CAMP_024,Facebook Ads,4675,84,1,87.7,182.02,November,47
2024-11-20,CAMP_024,Facebook Ads,4029,72,1,75.58,156.87,November,47
2024-11-21,CAMP_024,Facebook Ads,6226,111,1,116.77,242.36,November,47
2024-11-22,CAMP_024,Facebook Ads,7086,127,2,132.9,275.83,November,47
2024-11-23,CAMP_024,Facebook Ads,4839,87,1,90.77,188.39,November,47
2024-11-24,CAMP_024,Facebook Ads,7185,129,2,134.76,279.71,November,47
2024-11-25,CAMP_024,Facebook Ads,4210,75,1,78.97,163.91,November,48
2024-11-26,CAMP_024,Facebook Ads,7211,129,2,135.24,280.7,November,48
2024-11-27,CAMP_024,Facebook Ads,5210,93,1,97.73,202.84,November,48
2024-11-28,CAMP_024,Facebook Ads,4352,78,1,81.62,169.41,November,48
2024-11-29,CAMP_024,Facebook Ads,5671,101,1,106.37,220.77,November,48
2024-11-30,CAMP_024,Facebook Ads,4885,87,1,91.62,190.17,November,48
2024-12-01,CAMP_024,Facebook Ads,4981,89,1,93.43,193.92,December,48
2024-12-02,CAMP_024,Facebook Ads,5058,90,1,94.87,196.91,December,49
2024-12-03,CAMP_024,Facebook Ads,6760,121,2,126.78,263.14,December,49
2024-12-04,CAMP_024,Facebook Ads,5854,105,1,109.8,227.89,December,49
2024-12-05,CAMP_024,Facebook Ads,5072,91,1,95.13,197.45,December,49
2024-12-06,CAMP_024,Facebook Ads,6098,109,1,114.38,237.4,December,49
2024-12-07,CAMP_024,Facebook Ads,6461,116,2,121.19,251.54,December,49
2024-12-08,CAMP_024,Facebook Ads,4939,88,1,92.64,192.28,December,49
2024-12-09,CAMP_024,Facebook Ads,5423,97,1,101.71,211.11,December,50
2024-12-10,CAMP_024,Facebook Ads,4422,79,1,82.94,172.14,December,50
2024-12-11,CAMP_024,Facebook Ads,4625,83,1,86.75,180.06,December,50
2024-12-12,CAMP_024,Facebook Ads,6341,114,1,118.94,246.86,December,50
2024-12-13,CAMP_024,Facebook Ads,4626,83,1,86.77,180.1,December,50
2024-12-14,CAMP_024,Facebook Ads,5806,104,1,108.9,226.02,December,50
2024-12-15,CAMP_024,Facebook Ads,6437,115,2,120.73,250.59,December,50
2024-12-16,CAMP_024,Facebook Ads,4370,78,1,81.97,170.14,December,51
2024-12-17,CAMP_024,Facebook Ads,5951,106,1,111.61,231.65,December,51
2024-12-18,CAMP_024,Facebook Ads,4884,87,1,91.61,190.14,December,51
2024-12-19,CAMP_024,Facebook Ads,7308,131,2,137.07,284.5,December,51
2024-12-20,CAMP_024,Facebook Ads,5663,101,1,106.22,220.46,December,51
2024-12-21,CAMP_024,Facebook Ads,6770,121,2,126.97,263.54,December,51
2024-12-22,CAMP_024,Facebook Ads,5892,105,1,110.51,229.37,December,51
2024-02-27,CAMP_025,SEO Organic,5389,355,10,0.04,0.2,February,9
2024-02-28,CAMP_025,SEO Organic,8016,528,16,0.05,0.3,February,9
2024-02-29,CAMP_025,SEO Organic,9434,621,18,0.06,0.36,February,9
2024-03-01,CAMP_025,SEO Organic,7876,519,15,0.05,0.3,March,9
2024-03-02,CAMP_025,SEO Organic,8845,583,17,0.06,0.33,March,9
2024-03-03,CAMP_025,SEO Organic,9135,602,18,0.06,0.34,March,9
2024-03-04,CAMP_025,SEO Organic,6212,409,12,0.04,0.23,March,10
2024-03-05,CAMP_025,SEO Organic,6141,404,12,0.04,0.23,March,10
2024-03-06,CAMP_025,SEO Organic,7918,521,15,0.05,0.3,March,10
2024-03-07,CAMP_025,SEO Organic,7027,463,14,0.05,0.27,March,10
2024-03-08,CAMP_025,SEO Organic,8937,589,17,0.06,0.34,March,10
2024-03-09,CAMP_025,SEO Organic,9205,606,18,0.06,0.35,March,10
2024-03-10,CAMP_025,SEO Organic,6770,446,13,0.04,0.26,March,10
2024-03-11,CAMP_025,SEO Organic,6251,412,12,0.04,0.24,March,11
2024-03-12,CAMP_025,SEO Organic,8673,571,17,0.06,0.33,March,11
2024-03-13,CAMP_025,SEO Organic,6420,423,12,0.04,0.24,March,11
2024-03-14,CAMP_025,SEO Organic,8860,584,17,0.06,0.33,March,11
2024-03-15,CAMP_025,SEO Organic,7084,466,14,0.05,0.27,March,11
2024-03-16,CAMP_025,SEO Organic,8170,538,16,0.05,0.31,March,11
2024-03-17,CAMP_025,SEO Organic,5622,370,11,0.04,0.21,March,11
2024-03-18,CAMP_025,SEO Organic,7975,525,15,0.05,0.3,March,12
2024-03-19,CAMP_025,SEO Organic,7208,475,14,0.05,0.27,March,12
2024-03-20,CAMP_025,SEO Organic,7809,514,15,0.05,0.29,March,12
2024-03-21,CAMP_025,SEO Organic,5944,391,11,0.04,0.22,March,12
2024-03-22,CAMP_025,SEO Organic,8478,558,16,0.06,0.32,March,12
2024-03-23,CAMP_025,SEO Organic,9039,595,18,0.06,0.34,March,12
2024-03-24,CAMP_025,SEO Organic,6162,406,12,0.04,0.23,March,12
2024-03-25,CAMP_025,SEO Organic,5622,370,11,0.04,0.21,March,13
2024-03-26,CAMP_025,SEO Organic,5301,349,10,0.03,0.2,March,13
2024-03-27,CAMP_025,SEO Organic,8056,531,16,0.05,0.3,March,13
2024-03-28,CAMP_025,SEO Organic,7900,520,15,0.05,0.3,March,13
2024-03-29,CAMP_025,SEO Organic,7631,503,15,0.05,0.29,March,13
2024-03-30,CAMP_025,SEO Organic,6229,410,12,0.04,0.24,March,13
2024-03-31,CAMP_025,SEO Organic,6937,457,13,0.05,0.26,March,13
2024-04-01,CAMP_025,SEO Organic,7844,517,15,0.05,0.3,April,14
2024-04-02,CAMP_025,SEO Organic,7409,488,14,0.05,0.28,April,14
2024-04-03,CAMP_025,SEO Organic,9596,632,19,0.06,0.36,April,14
2024-04-04,CAMP_025,SEO Organic,5804,382,11,0.04,0.22,April,14
2024-04-05,CAMP_025,SEO Organic,8292,546,16,0.05,0.31,April,14
2024-04-06,CAMP_025,SEO Organic,6997,461,13,0.05,0.26,April,14
2024-04-07,CAMP_025,SEO Organic,7103,468,14,0.05,0.27,April,14
2024-04-08,CAMP_025,SEO Organic,8392,553,16,0.06,0.32,April,15
2024-04-09,CAMP_025,SEO Organic,8280,545,16,0.05,0.31,April,15
2024-04-10,CAMP_025,SEO Organic,9611,633,19,0.06,0.36,April,15
2024-04-11,CAMP_025,SEO Organic,5768,380,11,0.04,0.22,April,15
2024-04-12,CAMP_025,SEO Organic,5660,373,11,0.04,0.21,April,15
2024-04-13,CAMP_025,SEO Organic,8422,555,16,0.06,0.32,April,15
2024-04-14,CAMP_025,SEO Organic,7772,512,15,0.05,0.29,April,15
2024-04-15,CAMP_025,SEO Organic,6417,423,12,0.04,0.24,April,16
2024-04-16,CAMP_025,SEO Organic,5550,365,11,0.04,0.21,April,16
2024-04-17,CAMP_025,SEO Organic,5578,367,11,0.04,0.21,April,16
2024-04-18,CAMP_025,SEO Organic,9179,605,18,0.06,0.35,April,16
2024-04-19,CAMP_025,SEO Organic,6051,398,12,0.04,0.23,April,16
2024-04-20,CAMP_025,SEO Organic,6636,437,13,0.04,0.25,April,16
2024-04-21,CAMP_025,SEO Organic,6206,409,12,0.04,0.23,April,16
2024-04-22,CAMP_025,SEO Organic,6777,446,13,0.04,0.26,April,17
2024-04-23,CAMP_025,SEO Organic,5505,362,11,0.04,0.21,April,17
2024-04-24,CAMP_025,SEO Organic,7508,494,15,0.05,0.28,April,17
2024-04-25,CAMP_025,SEO Organic,5497,362,10,0.04,0.21,April,17
2024-04-26,CAMP_025,SEO Organic,8761,577,17,0.06,0.33,April,17
2024-10-17,CAMP_026,Instagram Ads,3099,40,0,39.53,91.65,October,42
2024-10-18,CAMP_026,Instagram Ads,3777,49,0,48.17,111.69,October,42
2024-10-19,CAMP_026,Instagram Ads,4530,58,0,57.77,133.95,October,42
2024-10-20,CAMP_026,Instagram Ads,4023,52,0,51.3,118.95,October,42
2024-10-21,CAMP_026,Instagram Ads,3762,48,0,47.97,111.23,October,43
2024-10-22,CAMP_026,Instagram Ads,3300,42,0,42.08,97.58,October,43
2024-10-23,CAMP_026,Instagram Ads,3319,43,0,42.33,98.15,October,43
2024-10-24,CAMP_026,Instagram Ads,4064,52,0,51.83,120.17,October,43
2024-10-25,CAMP_026,Instagram Ads,4783,62,0,60.99,141.41,October,43
2024-10-26,CAMP_026,Instagram Ads,4047,52,0,51.61,119.67,October,43
2024-10-27,CAMP_026,Instagram Ads,3817,49,0,48.67,112.86,October,43
2024-10-28,CAMP_026,Instagram Ads,4199,54,0,53.55,124.17,October,44
2024-10-29,CAMP_026,Instagram Ads,3612,46,0,46.06,106.8,October,44
2024-10-30,CAMP_026,Instagram Ads,2715,35,0,34.63,80.29,October,44
2024-10-31,CAMP_026,Instagram Ads,3827,49,0,48.8,113.15,October,44
2024-11-01,CAMP_026,Instagram Ads,4702,61,0,59.96,139.02,November,44
2024-11-02,CAMP_026,Instagram Ads,2970,38,0,37.88,87.82,November,44
2024-11-03,CAMP_026,Instagram Ads,4109,53,0,52.41,121.51,November,44
2024-11-04,CAMP_026,Instagram Ads,3027,39,0,38.6,89.5,November,45
2024-11-05,CAMP_026,Instagram Ads,3768,49,0,48.05,111.42,November,45
2024-11-06,CAMP_026,Instagram Ads,2796,36,0,35.66,82.68,November,45
2024-11-07,CAMP_026,Instagram Ads,3579,46,0,45.64,105.83,November,45
2024-11-08,CAMP_026,Instagram Ads,4256,55,0,54.27,125.84,November,45
2024-11-09,CAMP_026,Instagram Ads,3351,43,0,42.74,99.1,November,45
2024-09-29,CAMP_027,Email,3948,685,41,60.1,526.63,September,39
2024-09-30,CAMP_027,Email,4229,733,44,64.39,564.16,September,40
2024-10-01,CAMP_027,Email,4513,783,47,68.71,602.03,October,40
2024-10-02,CAMP_027,Email,3020,524,32,45.98,402.91,October,40
2024-10-03,CAMP_027,Email,3375,585,35,51.39,450.26,October,40
2024-10-04,CAMP_027,Email,2843,493,30,43.29,379.27,October,40
2024-10-05,CAMP_027,Email,4654,807,49,70.85,620.81,October,40
2024-10-06,CAMP_027,Email,4512,783,47,68.7,601.98,October,40
2024-10-07,CAMP_027,Email,3678,638,38,56.0,490.7,October,41
2024-10-08,CAMP_027,Email,4329,751,45,65.92,577.55,October,41
2024-10-09,CAMP_027,Email,3637,631,38,55.38,485.24,October,41
2024-10-10,CAMP_027,Email,3858,669,40,58.75,514.74,October,41
2024-10-11,CAMP_027,Email,2706,469,28,41.21,361.07,October,41
2024-10-12,CAMP_027,Email,4142,718,43,63.07,552.61,October,41
2024-10-13,CAMP_027,Email,2790,484,29,42.48,372.17,October,41
2024-10-14,CAMP_027,Email,4295,745,45,65.39,572.96,October,42
2024-10-15,CAMP_027,Email,4200,728,44,63.95,560.3,October,42
2024-10-16,CAMP_027,Email,4042,701,42,61.54,539.23,October,42
2024-10-17,CAMP_027,Email,2592,449,27,39.47,345.84,October,42
2024-10-18,CAMP_027,Email,3168,549,33,48.23,422.6,October,42
2024-10-19,CAMP_027,Email,3081,534,32,46.92,411.1,October,42
2024-10-20,CAMP_027,Email,3291,571,34,50.1,439.0,October,42
2024-10-21,CAMP_027,Email,2703,469,28,41.16,360.65,October,43
2024-10-22,CAMP_027,Email,4534,786,48,69.03,604.85,October,43
2024-10-23,CAMP_027,Email,3708,643,39,56.46,494.68,October,43
